1,0,0.99005,-0.05785,0.99793,-0.13009,0.98663,-0.1943,0.99374,-0.05843,0.90738,-0.3013,0.90651,-0.37965,0.8981,-0.43796,0.849,-0.50064,0.87433,-0.57075,0.79016,-0.59839,0.74705,-0.64615,0.6808,-0.68479,0.65047,-0.73174,0.6101,-0.75353,0.5475,-0.80078,0.49195,-0.83045,1
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-0.375,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,1,1,0,0,0,0
1,0,1,-0.0373,1,-0.07383,0.99601,-0.11039,0.99838,-0.09931,0.98941,-0.13814,0.96674,-0.01695,0.95088,-0.05099,0.91036,-0.344,0.90581,-0.3015,0.89991,-0.34691,0.87874,-0.37643,0.86013,-0.4099,0.8317,-0.431,0.81433,-0.40593,0.77919,-0.47977,0.75115,-0.5015,1
1,0,0.94598,-0.00685,-1,0.06131,-0.36393,0.35639,0.69058,-0.63407,1,-0.03353,-0.09,-0.0055,-0.5485,0.1545,0.91901,-0.4607,1,-0.50404,-0.09735,-0.31454,-0.73864,0.37361,0.8387,-0.46734,0.50008,-0.5813,1,-0.61393,-0.09634,0.00477,-0.06117,0.41913,0
1,0,0.98166,0.00874,0.98103,-0.03818,0.97565,-0.05699,0.95947,-0.06971,0.99004,-0.04507,0.94713,-0.111,0.93369,-0.1079,0.94017,-0.11583,0.7968,-0.19,0.88074,-0.17387,0.86057,-0.18739,0.88487,-0.19689,0.81813,-0.01136,0.78546,-0.03864,0.76911,-0.03095,0.74303,-0.039,1
1,0,0,0,1,0.51704,0,0,0.10991,-1,0,0,0,0,-1,-0.00414,-0.55711,-0.83097,0.7694,0.63147,0,0,0.53448,0.35668,-0.903,0.44808,1,-1,-1,0.81573,0,0,0,0,0
1,0,0.84134,-0.1836,0.43644,0.00919,0.93401,-0.00067,0.87947,0.13795,0.81101,-0.01789,0.88559,0.54991,0.91714,-0.57486,0.75,-0.095,0.86676,-0.00104,1,1,0.4661,-0.1609,0.90066,-0.00778,0.93358,-0.01158,0.6158,-0.30098,0.84463,-0.05706,0.93303,-0.01405,1
0,0,1,1,1,-1,0,0,0,0,1,1,1,1,-1,-1,1,-1,-1,1,0,0,1,-1,1,-1,1,1,-1,-1,0,0,0,0,0
1,0,1,1,1,1,0.9101,1,-0.0697,1,-0.8315,1,-1,1,-1,0.70506,-1,-0.57779,-1,-0.4005,-1,-1,-0.50838,-1,0.90014,-1,1,-1,1,-1,1,-0.34686,1,0.34845,1
1,0,-0.67935,-1,-1,1,1,0.63317,0.03515,-1,-1,-1,1,1,0.88683,-1,-1,1,0.8384,1,1,-1,-1,-1,-0.18856,1,1,-1,-1,-1,-1,1,1,0.33611,0
1,0,0.95659,0.08143,0.97487,-0.05667,0.97165,-0.08484,0.96097,-0.06561,0.94717,0.01079,0.95436,-0.16795,0.9461,-0.19497,0.9963,-0.30068,0.90343,-0.359,0.91408,-0.07316,0.9014,-0.09807,0.99899,-0.40747,0.87044,-0.34586,0.90059,-0.30619,0.83951,-0.39061,0.80166,-0.41173,1
1,0,0.08333,-0.00685,-1,1,-1,1,0.71875,0.47173,-0.80143,-0.60703,-1,-1,-1,1,-0.00753,0.5915,-0.40113,-0.40113,-0.74608,-1,-1,-0.46801,-1,0.0381,1,-1,-1,-0.38914,-1,-1,-1,0.61458,0
1,0,1,-0.00059,1,-0.04494,1,-0.0668,1,-0.08799,1,0.56173,1,-0.10738,1,-0.145,1,0.30407,1,-0.17639,0.99484,-0.18949,0.95601,-0.00081,1,-0.90084,0.8708,-0.01793,0.809,-0.0037,0.78479,-0.00765,0.7399,-0.00981,1
0,0,-1,1,1,-1,-1,1,0,0,1,1,-1,-0.1875,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,0,0,-1,-1,0
1,0,1,0.0581,0.94505,0.07418,0.9995,0.13031,1,-0.01911,0.94846,0.07033,0.95713,0.14644,0.9486,0.11004,0.90896,0.00119,0.96741,0.16065,0.99695,0.14058,0.90784,0.1641,0.91667,0.00431,0.88403,0.03571,0.88568,0.00511,0.78304,0.09576,0.83574,0.31166,1
1,0,0.17188,-1,-1,1,0,0,0,0,-1,1,0,0,-0.61354,-0.67708,0.80501,0.36146,0.51979,0.14375,0,0,-1,-0.07083,-0.8479,0.9605,1,1,-1,0.67708,0,0,0,0,0
1,0,1,0.09771,1,0.10197,1,0.00574,0.986,0.09037,0.9493,0.19011,0.9099,0.04088,0.89041,0.08343,0.85509,0.06701,0.83656,0.33109,0.83393,0.31698,0.74809,0.39597,0.76193,0.34658,0.6845,0.40746,0.60764,0.46031,0.56791,0.47033,0.5405,0.50903,1
1,0,0.01667,-0.35605,0,0,0,0,0,0,0,0,0,0,0.1009,-0.55,0.00813,0.80813,1,-0.4009,0,0,0.08333,-1,-0.10605,-0.16667,1,-0.76667,-1,0.18854,0,0,1,-0.0709,0
1,0,1,0.16801,0.9935,0.16334,0.94616,0.33347,0.91759,0.0061,0.91408,0.37107,0.8405,0.46899,0.81011,0.49005,0.78473,0.48311,0.65091,0.56977,0.56553,0.58071,0.55586,0.647,0.48311,0.55036,0.43317,0.69109,0.35684,0.76147,0.33901,0.66844,0.00101,0.78685,1
1,0,0.63816,1,0.00833,-1,1,1,0.87719,0.30901,-0.66886,1,-0.05901,0.5877,0.01754,0.05044,-0.51535,-1,0.14054,-0.03089,0.30675,-0.4386,-1,1,0.80901,-1,1,-0.0614,1,1,0.00614,-1,1,1,0
1,0,1,-0.41457,1,0.76131,0.8706,0.18593,1,-0.09905,0.93844,0.4799,0.6545,-0.1608,1,0.00879,0.97613,-0.50106,0.80005,-0.04497,0.88065,-0.19095,1,-0.1031,0.93593,0.10678,0.9089,-0.07049,1,-0.07387,0.4397,0.19849,0.5138,-0.054,1
1,0,0.84783,0.10598,1,0.3913,1,-1,0.66938,0.08404,1,0.07038,1,0.60598,1,0.35507,1,0.0067,0.58404,-0.43005,1,0.63496,0.8913,0.06585,0.91033,-0.33333,1,0.1594,0.37681,-0.01947,1,0.00464,1,0.37409,0
1,0,1,0.08046,1,0.00477,1,0.07764,1,0.04317,0.9876,0.33066,1,0.05489,1,0.04384,0.9575,-0.04598,0.84371,-0.08668,1,0.0415,0.99933,0.07376,1,-0.39056,0.96414,-0.00174,0.86747,0.0336,0.94578,-0.00001,0.80355,-0.07309,1
0,0,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,0.65605,0,0,1,-1,0
1,0,1,0.67784,0.81309,0.80001,0.43019,1,0.00619,0.80541,-0.4387,1,-0.79135,0.7709,-1,0.40068,-0.39046,-0.58634,-0.97907,-0.408,-0.73083,-0.76339,-0.37671,-0.97491,0.41366,-1,0.41778,-0.93096,0.05773,-1,0.9357,-0.35,0.98816,0.03446,1
1,0,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,1,-1,1,-1,0
1,0,1,0.03509,1,0.18081,1,0.06968,1,0.05068,1,0.08778,1,0.38643,1,0.31674,1,0.65701,1,0.53846,1,0.61067,1,0.59457,0.89593,0.68306,0.895,0.71374,0.85611,0.67149,0.74389,0.85611,0.71493,0.75837,1
0,0,1,-1,1,1,-1,-1,1,-1,0,0,0,0,-1,1,1,-1,1,-1,-0.75,1,1,-1,1,-1,1,-1,-1,-1,0,0,1,-1,0
1,0,0.96087,0.086,0.9676,0.19079,0.96006,0.07451,0.98044,0.3505,0.90867,0.46081,0.86065,0.50517,0.808,0.58794,0.7304,0.69065,0.69003,0.7314,0.54473,0.688,0.48339,0.76197,0.40615,0.74689,0.33401,0.83796,0.04944,0.86061,0.13756,0.86835,0.09048,0.86085,1
1,0,0.69444,0.38889,0,0,-0.30937,0.69841,0,0,0,0,0,0,0.00635,-0.04006,0.0103,0.19444,0.46409,0.78175,0,0,0,0,0.73413,0.07381,0.7619,0.6349,0,0,0,0,0,0,0
1,0,1,0.0507,1,0.10807,1,0.19498,1,0.08453,1,0.34806,1,0.38061,0.94575,0.40881,0.89106,0.50391,0.75906,0.58801,0.80644,0.5996,0.79578,0.60758,0.66643,0.6394,0.59417,0.69435,0.49538,0.70684,0.47007,0.71689,0.33381,0.75043,1
0,0,1,1,0,0,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,0,0,1,-1,0
1,0,1,0.04078,1,0.1198,1,0.16159,1,0.07901,0.98703,0.30889,0.90745,0.37639,0.91118,0.39749,0.81939,0.46059,0.78619,0.46994,0.794,0.5608,0.70331,0.58109,0.67077,0.59703,0.58903,0.6099,0.5395,0.6093,0.4531,0.63636,0.4044,0.60658,1
0,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,1,0
1,0,1,0.04168,1,0.4859,1,0.70973,1,1,1,1,1,1,1,0.77108,1,1,1,1,0.74468,1,0.89647,1,0.64608,1,0.38055,1,0.10819,1,-0.1737,1,-0.81383,1,1
0,0,1,1,1,-1,1,1,-1,1,0,0,1,1,0,0,0,0,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,0
1,0,1,-0.06604,1,0.60937,1,0.09557,1,0.0008,1,-1,1,-0.40559,1,-0.15851,1,0.04895,1,-0.61538,1,-0.06573,1,-1,1,-0.5804,1,-0.8137,1,-1,1,-0.78555,1,-0.4805,1
0,0,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,0
1,0,0.90077,0.07804,0.90679,0.16051,0.897,0.04618,0.84111,0.35197,0.78801,0.40196,0.70716,0.46983,0.70796,0.56476,0.60459,0.64,0.51047,0.64904,0.39903,0.66975,0.3403,0.68343,0.03693,0.76146,0.18765,0.73885,0.09694,0.71038,0.00735,0.7707,-0.04003,0.69509,1
1,0,0.68198,-0.17314,0.8033,0.01908,0.46643,0.3086,0.05795,0.58304,1,-0.15194,0.0106,0.44503,0.0106,0.38869,0.18681,0.41168,0.10567,0.36353,0.04305,0.30745,-0.00083,0.04936,-0.0086,0.19405,-0.04314,0.14481,-0.04779,0.10349,-0.04585,0.07064,-0.04013,0.04586,0
1,0,0.7485,-0.00811,0.6568,-0.05178,0.80601,0.00811,0.85947,0.00515,0.6346,0.08708,0.71598,0.0784,0.73077,0.05178,0.7855,-0.07811,0.65976,-0.01479,0.78698,0.06953,0.34615,-0.18639,0.65385,0.00811,0.61009,-0.06637,0.5355,-0.01154,0.59004,-0.14053,0.56361,0.00959,1
1,0,0.39179,-0.06343,0.97464,0.04308,1,1,0.35801,0.15099,0.54478,0.1306,0.61567,-0.8009,0.57836,0.6791,0.66791,-0.10448,0.4664,-0.11567,0.65574,0.1479,0.83009,0.455,0.47015,0.16418,0.49309,0.1463,0.30463,-0.0061,0.39118,0.13501,0.34411,0.10755,0
1,0,0.67547,0.04508,0.76981,-0.10566,0.77358,0.03774,0.66038,-0.04508,0.64508,0.0113,0.6679,-0.1396,0.70075,-0.00064,0.76981,0.08679,0.61887,-0.07905,0.75849,-0.03774,0.7396,-0.14717,0.84906,-0.15094,0.73886,-0.05801,0.6679,0.00064,0.86415,0.03774,0.73008,0.00755,1
1,0,0.70707,-0.05,0.89041,0.0346,1,0.70707,0.66364,-0.05909,0.4818,-0.16818,0.81809,0.09559,0.56818,1,0.50455,0.01818,0.66818,0.1,1,-0.3,0.98636,-1,0.57073,0.30707,0.5698,0.14673,0.40073,0.0818,0.48907,0.14643,1,1,0
1,0,0.57647,-0.01569,0.4039,0,0.38431,0.10941,0.4,-0.0588,0.56471,0.14118,0.46667,0.08035,0.50549,-0.0549,0.58039,0.01569,0.50196,0,0.4588,0.06667,0.58039,0.08035,0.49804,0.0039,0.48601,0.10039,0.46075,0.08035,0.45098,0.03509,0.43137,0.17055,1
1,0,0.4193,0.1048,0.35,0.105,0.0318,0.07955,-0.03636,0.44318,0.04517,0.36194,-0.19091,0.33636,-0.1335,0.073,0.00707,0.40455,-0.34773,0.10707,-0.00008,0.05078,-0.18636,0.36364,-0.14003,-0.048,-0.09971,-0.07114,-1,-1,-0.00916,-0.07464,-0.00506,-0.06314,0
1,0,0.88305,-0.01996,1,0.36373,0.80403,0.19006,0.85086,0.05901,0.90558,-0.0409,0.85193,0.05,0.77897,0.053,0.69006,0.5794,0.7103,0.39056,0.73176,0.07575,1,0.34871,0.5676,0.50039,0.69811,0.53035,0.80901,0.58584,0.43006,0.70903,0.50361,0.54185,1
1,0,0.84557,-0.0858,-0.31745,-0.80553,-0.08961,-0.56435,0.80648,0.04576,0.89514,-0.00763,-0.18494,0.63966,-0.00019,-0.68065,0.85701,-0.11344,0.77979,-0.15709,-0.06959,0.5081,-0.34108,0.80934,0.7893,-0.03718,0.7088,-0.05088,0.77884,-0.14109,-0.01354,-0.7817,-0.18494,-0.59867,0
1,0,0.7087,-0.04783,0.64348,0.04348,0.45017,0.38061,0.65017,0.18061,0.5,0.06957,0.57806,-0.03043,0.50435,0.37806,0.38696,-0.40609,0.36087,-0.06087,0.06957,0.11739,0.53046,-0.03845,0.31304,-0.10174,0.4993,-0.04064,0.48348,-0.04448,0.64348,-0.05017,0.50435,0.14783,1
1,0,-0.5418,0.14861,-0.33746,0.73375,0.5001,-0.1393,0.31889,-0.06811,0.00743,-0.1517,0.47368,0.08978,0.56347,-0.1548,0.16409,0.45001,0.33746,0.03406,0.50464,0.07101,-0.63777,-0.6161,1,0.65635,0.41348,-0.40116,-0.1517,0.11146,0.00399,0.558,0.5063,-0.08978,0
1,0,0.09,0.1358,0.45331,0.16808,0.51783,-0.00509,0.5063,0.00883,0.5046,-0.16638,0.47368,-0.04754,0.55518,0.03905,0.81664,-0.00411,0.40445,-0.04044,0.34975,0.06601,0.08183,-0.00883,0.51731,-0.03176,0.50369,-0.03351,0.34635,0.09847,0.70798,-0.01868,0.39559,-0.03006,1
1,0,0.79157,0.16851,0,0,0.56541,0.06874,0.39468,1,0.38359,0.99557,-0.00439,0.53015,0.03705,0.1086,-0.00661,0.951,-0.50998,0.849,-0.1,0.38803,-0.4057,0.03705,-0.91574,0.8071,-0.34146,0.88048,-1,0.69401,-1,0.1086,0,0,0
1,0,0.90116,0.16607,0.79099,0.37379,0.7099,0.50515,0.59784,0.70997,0.44303,0.8115,0.0441,0.87493,0.06438,0.85038,-0.10611,0.87396,-0.08739,0.79617,-0.46635,0.65904,-0.57135,0.53805,-0.68159,0.39951,-0.71844,0.05835,-0.70369,0.11018,-0.71475,-0.05505,-0.67699,-0.19904,1
1,0,0.97714,0.19049,0.80683,0.46059,0.71771,0.5873,0.47968,0.84078,0.31409,0.90643,0.10089,0.93945,-0.13054,0.8409,-0.3,0.91604,-0.50145,0.79505,-0.68074,0.49508,-0.77408,0.33537,-0.85376,0.17849,-0.83314,-0.01358,-0.80366,-0.19301,-0.67089,-0.3366,-0.59943,-0.497,1
1,0,-1,-1,0,0,0.50814,-0.785,0.60586,0.30899,-1,-0.41368,0,0,0,0,1,-0.0671,0.3648,-0.63518,0.97068,-1,-1,-1,1,-0.59609,-1,-1,-1,-1,1,-1,0,0,0
1,0,0.74084,0.04974,0.79074,0.00543,0.78575,0.03793,0.6603,0.09948,0.67801,0.3115,0.75934,0.07348,0.74695,0.0844,0.70681,-0.07853,0.63613,0,0.70001,0.11355,0.68183,0.10185,0.67016,0.15445,0.64158,0.13608,0.65707,0.17539,0.59759,0.14697,0.57455,0.15114,1
1,0,1,-1,0,0,0.77941,-0.99065,0.8088,0.55147,-0.4191,-0.94853,0,0,0,0,0.70059,-0.77006,0.73509,-0.60094,0,0,0.1838,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,0
